ImageID,Moisture,Firmness,pH,TSS,Ethanol,CO2,Formaldehyde,Category
lithchi_fresh (44),77.21845404,2.250371584,4.9146434,16.46881562,0.302372662,216.6446132,0.001808109,Fresh
lithchi_fresh (45),76.18644923,3.371130574,4.93948945,17.3488263,0.164769203,372.5919247,0.040032987,Fresh
lithchi_fresh (46),78.89760884,2.86061179,4.785886176,16.57136786,0.363240887,296.1119882,0.054987692,Fresh
lithchi_fresh (47),81.55308342,2.401049453,4.758723176,18.76829459,0.499099756,213.7507813,0.061958259,Fresh
lithchi_fresh (48),79.87220858,2.983189093,4.715213705,16.82500846,0.28069579,309.943451,0.066349035,Fresh
lithchi_fresh (49),78.99042819,2.128417874,4.658473294,17.56743749,0.241891423,283.4328558,0.083629131,Fresh
lithchi_fresh (50),75.68023546,3.163942804,4.71729798,19.58269911,0.260281667,375.549881,0.021546291,Fresh
lithchi_fresh (51),79.30505059,2.537986809,4.886939828,16.81726553,0.146058471,240.7989207,0.012048182,Fresh
lithchi_fresh (52),81.93037695,3.595118201,4.800961716,18.03122026,0.453309441,365.2929219,0.085153717,Fresh
lithchi_fresh (53),75.98058811,2.620723918,4.946261645,17.67708664,0.265930262,311.5377382,0.015661281,Fresh
lithchi_fresh (54),78.62830757,2.910440298,4.721690007,16.07249616,0.254909765,210.9220606,0.097476008,Fresh
lithchi_fresh (55),81.1416115,2.02324108,4.803544789,19.17103245,0.363876109,394.3690603,0.084253823,Fresh
lithchi_fresh (56),80.18538032,2.144893776,4.815653777,16.27618363,0.276813368,302.5230488,0.050087661,Fresh
lithchi_fresh (57),79.87911019,2.784987113,4.795848581,17.89702008,0.359293388,258.1753708,0.098142142,Fresh
lithchi_fresh (58),79.91738859,2.959877669,4.851316887,18.24271318,0.124578516,293.8813684,0.009737673,Fresh
lithchi_fresh (59),77.51643806,3.200041096,4.618716734,18.51370583,0.425489337,371.5715567,0.030306576,Fresh
lithchi_fresh (60),77.05514291,2.583325157,4.756181889,18.75452652,0.476201581,260.9806249,0.063822442,Fresh
lithchi_fresh (61),80.66552809,3.389963772,4.552112401,17.01308953,0.359506154,238.5352793,0.035000687,Fresh
lithchi_fresh (62),80.67079376,3.720244794,4.692255664,16.03991511,0.481826372,225.8142494,0.092837255,Fresh
lithchi_fresh (63),81.06950623,3.559701978,4.743833534,18.89377465,0.160572926,259.5718797,0.006562609,Fresh
lithchi_fresh (64),81.39268387,2.079237651,4.82611213,18.1426264,0.290966476,356.0096174,0.054941183,Fresh
lithchi_fresh (65),78.57939679,2.961013895,4.975265526,19.34447081,0.340722694,294.325273,0.059086627,Fresh
lithchi_fresh (66),78.51061406,2.209860357,4.800325533,19.28555345,0.332694659,245.4963207,0.065272812,Fresh
lithchi_fresh (67),80.58806625,2.484090032,4.871796958,19.37330467,0.260584712,233.2369999,0.025566622,Fresh
lithchi_fresh (68),79.54974752,3.973325187,4.75313303,17.94037864,0.235233764,266.5458953,0.036456643,Fresh
lithchi_fresh (69),79.91376814,2.284991086,4.817052016,17.33451358,0.150729609,387.9848746,0.084368053,Fresh
lithchi_fresh (70),80.57054869,2.997776307,4.535466108,19.16623281,0.25669698,268.6053425,0.019494277,Fresh
lithchi_fresh (71),81.23003739,3.236311469,4.62719579,17.80517645,0.165064326,397.6248152,0.082686785,Fresh
lithchi_fresh (72),77.3659661,3.404929941,4.680926547,16.73376879,0.393746271,297.0460912,0.056265542,Fresh
lithchi_fresh (73),77.62908067,3.119297367,4.736246678,19.41989608,0.183532374,235.8327837,0.076218751,Fresh
lithchi_fresh (74),75.65787358,2.019541695,4.522824373,19.53023951,0.123426122,378.2280184,0.071360737,Fresh
lithchi_fresh (75),79.04796099,2.652922616,4.570012049,17.86523902,0.320946455,292.0710746,0.02075115,Fresh
lithchi_fresh (76),75.25159592,3.035423287,4.638407154,16.30279891,0.338091893,341.9342687,0.056881274,Fresh
lithchi_fresh (77),78.25918613,2.175732998,4.985766345,17.55130436,0.448765225,396.7423166,0.086772315,Fresh
lithchi_fresh (78),78.79851244,2.701253862,4.665673504,19.21415064,0.330792645,210.0350701,0.043211624,Fresh
lithchi_fresh (79),77.00578876,2.066406218,4.741020529,19.60709611,0.238192341,219.338912,0.096659077,Fresh
lithchi_fresh (80),79.13583282,2.157156994,4.598048856,16.81389097,0.421204753,344.0913483,0.04522151,Fresh
lithchi_fresh (81),75.21350175,2.793846552,4.805390036,16.26789445,0.316111557,256.3650007,0.014278564,Fresh
lithchi_fresh (82),75.26143732,2.265431508,4.640341608,19.50940181,0.131712114,236.8602794,0.038943468,Fresh
lithchi_fresh (83),80.75820392,3.135081697,4.603496289,17.55761976,0.326340224,207.872376,0.095170241,Fresh
lithchi_fresh (84),77.52133449,3.378929938,4.758286314,18.16704386,0.463207418,204.3693424,0.031972085,Fresh
lithchi_fresh (85),75.88942359,3.601173398,4.5027529,19.87226325,0.25852505,354.8971206,0.086809816,Fresh
lithchi_fresh (86),78.65570282,2.400300488,4.503832016,16.26625891,0.218530321,226.8866855,0.088125068,Fresh
lithchi_fresh (87),80.38995487,2.334965165,4.609534405,18.59327203,0.157387783,293.5441232,0.035018652,Fresh
lithchi_fresh (88),76.51074719,2.209135681,4.518360681,16.29642169,0.160578209,321.179363,0.008325766,Fresh
lithchi_fresh (89),79.36023333,3.272860499,4.554012877,17.50187571,0.273108594,285.6703601,0.072455791,Fresh
lithchi_fresh (90),75.59743225,3.412951453,4.669430325,19.21525818,0.33827193,205.4213305,0.03115123,Fresh
lithchi_fresh (91),75.36177205,2.06317229,4.90129284,17.73388893,0.132246162,356.7003005,0.078292361,Fresh
lithchi_fresh (92),78.71948242,3.872424492,4.786024322,19.98872942,0.475827436,202.1026449,0.044265485,Fresh
lithchi_fresh (93),78.78444585,2.103942567,4.756333863,18.23623714,0.402053447,352.3779789,0.048526674,Fresh
lithchi_fresh (94),79.46200931,3.082592671,4.646744412,17.28464861,0.334649567,378.6608988,0.077790941,Fresh
lithchi_fresh (95),80.08263934,3.418121039,4.96587686,16.8804453,0.431375468,286.5679842,0.038236333,Fresh
lithchi_fresh (96),81.83096456,3.741938247,4.698507521,17.40208214,0.132074703,307.1084946,0.044312735,Fresh
lithchi_fresh (97),78.61410244,3.428173864,4.543546383,17.4901331,0.290735551,295.3966785,0.037619047,Fresh
lithchi_fresh (98),77.26069531,3.603456166,4.808533258,16.27485471,0.352037251,277.8417237,0.036734052,Fresh
lithchi_fresh (99),80.56630336,2.678900385,4.556919197,17.4782968,0.431461162,377.4849071,0.052594658,Fresh
lithchi_fresh (100),76.89582576,3.629650227,4.672611571,17.85695408,0.413387824,378.7867021,0.080879944,Fresh
lithchi_fresh (101),78.07279994,2.160229693,4.753705969,18.89095101,0.2108277,267.1632729,0.036176831,Fresh
lithchi_fresh (102),75.54919467,3.789633312,4.937111262,18.62691794,0.476352068,323.0139508,0.052425472,Fresh
lithchi_fresh (103),75.1774552,3.095184752,4.74677329,18.83506262,0.149738337,385.3815124,0.067072733,Fresh
lithchi_fresh (104),81.7385389,3.63459554,4.851129383,16.03345473,0.450053447,392.4116998,0.026943945,Fresh
lithchi_fresh (105),80.85186084,2.904636569,4.996408419,16.8706696,0.4883761,301.7918081,0.02775228,Fresh
lithchi_fresh (106),79.87181944,3.28715539,4.56574456,18.64673715,0.170861409,290.5649611,0.093341313,Fresh
lithchi_fresh (107),77.86267061,3.052805322,4.637365763,17.93595747,0.388826426,255.7388632,0.072353457,Fresh
lithchi_fresh (108),76.21306024,3.463179044,4.697288038,16.0212539,0.116114208,391.7743746,0.057718668,Fresh
lithchi_fresh (109),76.0950593,2.163259964,4.710914089,19.21797857,0.26216913,228.5628609,0.064772005,Fresh
lithchi_fresh (110),76.75170029,2.120704168,4.705510538,19.09123829,0.30651332,315.9659152,0.002929944,Fresh
lithchi_fresh (111),78.84458665,2.494206468,4.953805501,18.19367665,0.33225809,256.5100535,0.061810297,Fresh
lithchi_fresh (112),80.00217146,2.31908936,4.857016322,16.2658533,0.474374899,255.8016581,0.050950887,Fresh
lithchi_fresh (113),79.62138164,3.743567133,4.803952607,19.0660602,0.368900275,280.9937175,0.054574968,Fresh
lithchi_fresh (114),76.95953728,2.438427975,4.654686359,18.33485435,0.29251118,399.7585872,0.035942383,Fresh
lithchi_fresh (115),81.68405696,3.951730512,4.911895192,19.12783991,0.423870015,210.9932614,0.00814739,Fresh
lithchi_fresh (116),80.16527842,2.673791584,4.977530256,19.00698797,0.480213128,315.7083636,0.019333923,Fresh
lithchi_fresh (117),78.88047837,2.364235831,4.910599141,19.21200829,0.108826459,216.5144316,0.095074471,Fresh
lithchi_fresh (118),79.28204522,3.579397014,4.500782553,18.07203227,0.493008509,230.904166,0.040869956,Fresh
lithchi_fresh (119),77.93720044,3.317415551,4.818200685,16.56129807,0.134452856,287.9125884,0.046668316,Fresh
lithchi_fresh (120),76.73411693,2.996391433,4.525567691,18.68462989,0.425754712,302.0920263,0.005270979,Fresh
lithchi_fresh (121),77.49180875,3.110727102,4.62880361,18.48189514,0.212133901,251.7584817,0.003756623,Fresh
lithchi_fresh (122),80.30492277,3.438403557,4.52976235,18.96901275,0.152871863,263.2914262,0.071718145,Fresh
lithchi_fresh (123),75.10075442,2.456909483,4.801897726,16.67952402,0.275942256,217.3934041,0.053809466,Fresh
lithchi_fresh (124),75.81250848,3.992667832,4.843294957,16.7799008,0.357582632,260.6439568,0.050870598,Fresh
lithchi_fresh (125),75.32201849,3.949586324,4.557243819,19.56163807,0.252380738,393.3116879,0.024312453,Fresh
lithchi_fresh (126),75.28510162,3.300651373,4.691919442,18.99991119,0.121826163,388.9414763,0.074475073,Fresh
lithchi_fresh (127),80.98822409,2.399084902,4.728118254,19.63291395,0.339784456,266.975658,0.016823658,Fresh
lithchi_fresh (128),79.92560502,3.360456485,4.684526511,19.03486128,0.46096131,314.1707873,0.018993474,Fresh
lithchi_fresh (129),78.3192168,2.144396818,4.5605125,18.38862122,0.253286146,381.9190782,0.046071217,Fresh
lithchi_fresh (130),75.68483912,2.061305004,4.709473895,18.61653095,0.186533111,201.2367645,0.028627986,Fresh
lithchi_fresh (131),78.44131113,2.515365777,4.875589024,19.5565117,0.277030938,362.1367141,0.024746298,Fresh
lithchi_fresh (132),78.3143024,2.925245913,4.535503832,18.31522702,0.119345084,389.6739106,0.064523764,Fresh
lithchi_fresh (133),76.21241309,3.736545011,4.540090007,18.5295653,0.428195034,218.2651469,0.065097175,Fresh
lithchi_fresh (134),78.03696154,3.45433814,4.677385646,16.62590686,0.430536324,232.2895372,0.082451707,Fresh
lithchi_fresh (135),77.78953314,3.485413042,4.970862856,17.89568488,0.335200185,392.1492606,0.041770857,Fresh
lithchi_fresh (136),79.31095069,2.850986669,4.834286323,18.86558845,0.241241156,307.5080287,0.007308509,Fresh
lithchi_fresh (137),79.44565556,2.691869985,4.839334978,17.08377079,0.419913346,202.8393269,0.027366638,Fresh
lithchi_fresh (138),75.31712807,2.742077526,4.680959995,16.80901672,0.32187481,251.5263998,0.098000546,Fresh
lithchi_fresh (139),77.6222883,3.975299127,4.796830396,17.25530723,0.430372923,289.9887349,0.059625858,Fresh
lithchi_fresh (140),79.38101941,2.080218383,4.505065592,16.96600251,0.352583517,338.5817822,0.070973708,Fresh
lithchi_fresh (141),78.52195381,3.734062992,4.818048023,16.85965055,0.413762189,346.6320756,0.000735783,Fresh
lithchi_fresh (142),80.99542889,3.157350817,4.956643474,17.69940337,0.339425197,399.0843026,0.051820573,Fresh
lithchi_fresh (143),79.61085542,2.877230838,4.806286734,19.63135406,0.265656427,257.5022399,0.003752866,Fresh
lithchi_fresh (144),76.14054099,3.450515321,4.936849297,18.02823859,0.483178344,307.6440204,0.056923021,Fresh
lithchi_fresh (145),75.49398123,2.973337883,4.861986528,16.75168152,0.31644553,306.6647096,0.092077085,Fresh
lithchi_fresh (146),79.49693495,3.746846476,4.560279208,16.30788668,0.342035807,281.1290519,0.096841913,Fresh
lithchi_fresh (147),75.18557917,3.801403728,4.951226654,18.78462458,0.188195056,233.8323788,0.054055268,Fresh
lithchi_fresh (148),79.10042907,2.843441854,4.533221922,17.53119506,0.350260316,395.4913126,0.045820481,Fresh
lithchi_fresh (149),81.58161169,2.553655594,4.766983736,19.28732379,0.32864306,370.6634373,0.094501709,Fresh
lithchi_fresh (150),79.02831925,3.184700657,4.571068562,18.63804307,0.173935359,299.6666057,0.067360983,Fresh
lithchi_fresh (151),77.71718948,3.824726691,4.505853305,19.1849658,0.123834839,320.6490845,0.006489928,Fresh
lithchi_fresh (152),79.50301753,2.421324378,4.71101713,17.08778416,0.341743728,245.4522107,0.046572558,Fresh
lithchi_fresh (153),78.20777023,3.245933167,4.647520354,18.76943569,0.405476908,308.7574141,0.024024502,Fresh
lithchi_fresh (154),78.81931753,3.26312044,4.743000247,17.05624794,0.309360548,338.9940266,0.046980432,Fresh
lithchi_fresh (155),81.59025366,3.466226045,4.788599943,19.75627392,0.19070905,303.0334057,0.045546557,Fresh
lithchi_fresh (156),77.70271846,2.26313537,4.521869536,18.54549713,0.366608791,398.0570341,0.05821448,Fresh
lithchi_fresh (157),81.72833395,3.431649929,4.561501648,17.2980472,0.132042291,322.2683312,0.035677049,Fresh
lithchi_fresh (158),81.33745449,3.818065041,4.779321198,17.07804745,0.276733482,274.1947425,0.016427045,Fresh
lithchi_fresh (159),76.37053794,2.359366218,4.671583677,16.76370634,0.165346703,354.4304055,0.050371943,Fresh
lithchi_fresh (160),75.48552911,2.47508665,4.864586744,18.77856384,0.17378362,234.0925023,0.083020288,Fresh
lithchi_fresh (161),75.70544601,3.942790188,4.826145824,16.87486245,0.18091758,276.9031627,0.066401223,Fresh
lithchi_fresh (162),75.12755278,2.361953905,4.922802181,18.38121306,0.254682823,269.3917901,0.033836787,Fresh
lithchi_fresh (163),75.66110073,3.708770187,4.846246413,17.05854011,0.120460082,286.361419,0.093552302,Fresh
lithchi_fresh (164),79.78104741,2.984555713,4.714965539,18.64787578,0.259117376,356.3559652,0.091220757,Fresh
lithchi_fresh (165),75.49832054,2.494462149,4.836483311,19.25975891,0.304682979,296.8346064,0.02093484,Fresh
lithchi_fresh (166),77.23282941,3.741499803,4.637690587,19.11210097,0.293317714,358.8028901,0.003941759,Fresh
lithchi_fresh (167),80.91412718,2.89061051,4.653156749,19.04340532,0.25311364,315.2977806,0.074130871,Fresh
lithchi_fresh (168),75.16290355,3.029634708,4.89449258,16.75088962,0.435658643,268.4138869,0.082761026,Fresh
lithchi_fresh (169),80.70127938,2.718466739,4.723209758,16.35353979,0.158130677,361.9957487,0.096786457,Fresh
lithchi_fresh (170),76.97298342,3.185901703,4.89919017,18.79579531,0.302278698,247.6579341,0.088983639,Fresh
lithchi_fresh (171),75.82715379,2.327047745,4.911211187,17.47338886,0.124816567,244.876596,0.060053477,Fresh
lithchi_fresh (172),79.87716016,2.782163073,4.928781169,17.72938491,0.128462272,300.9005848,0.053005234,Fresh
lithchi_fresh (173),79.40259993,3.938824645,4.958317618,16.12459637,0.32954634,252.1698492,0.002784105,Fresh
lithchi_fresh (174),81.14230409,2.516266865,4.71549261,17.0383058,0.32640737,201.817407,0.024665645,Fresh
lithchi_fresh (175),80.14549731,3.313473329,4.659433409,16.13470562,0.451213405,329.6595055,0.045961475,Fresh
lithchi_fresh (176),80.62436651,2.650380128,4.791099373,19.51674309,0.32314947,302.2187643,0.06285039,Fresh
lithchi_fresh (177),76.97424201,3.546946251,4.685586212,16.97358673,0.483916408,289.1035629,0.055725183,Fresh
lithchi_fresh (178),76.24207681,2.261747321,4.800537083,18.22934868,0.119477939,393.3937029,0.074263599,Fresh
lithchi_fresh (179),80.25430326,3.93964209,4.852792931,16.15591728,0.139203074,314.2398368,0.027976693,Fresh
lithchi_fresh (180),80.64784317,2.907579083,4.844202509,18.66738957,0.117626345,372.6863156,0.056495261,Fresh
lithchi_fresh (181),81.93353599,2.472100927,4.687276444,17.29210938,0.17411074,227.8900472,0.008814224,Fresh
lithchi_fresh (182),77.88832374,2.146993495,4.583430101,19.59167675,0.316508044,313.8412926,0.041366552,Fresh
lithchi_fresh (183),77.6041266,2.33951581,4.715264669,19.55247276,0.358228873,373.5959253,0.075016083,Fresh
lithchi_fresh (184),80.43489073,3.039547897,4.571297072,17.30116247,0.118234063,316.6211515,0.069340085,Fresh
lithchi_fresh (185),77.38562478,2.674006353,4.945048518,19.60384358,0.478388356,343.6028356,0.099064274,Fresh
lithchi_fresh (186),81.51530128,3.657766732,4.67293873,19.98463069,0.436866151,274.4087136,0.027789113,Fresh
lithchi_fresh (187),81.00888926,2.861775047,4.577229874,19.30166266,0.218644993,218.4899034,0.04981893,Fresh
lithchi_fresh (188),78.00295819,2.497428545,4.51272388,19.37948539,0.130875012,291.580059,0.032953041,Fresh
lithchi_fresh (189),80.25609747,3.234289973,4.822911193,16.99603494,0.167954829,278.8958782,0.044060311,Fresh
lithchi_fresh (190),80.28180012,3.413554434,4.818451159,18.3068096,0.150777766,373.4120365,0.085695013,Fresh
lithchi_fresh (191),75.72186708,2.334083816,4.670302083,16.26902366,0.149313512,248.7990605,0.068420908,Fresh
lithchi_fresh (192),81.31787035,2.335238433,4.535855944,16.37967175,0.307424675,393.3468455,0.088244119,Fresh
lithchi_fresh (193),78.53676661,2.073342854,4.704814447,19.99557045,0.198338977,391.627624,0.020351111,Fresh
lithchi_fresh (194),80.78520226,3.47280403,4.655608748,17.306557,0.243255887,249.5263286,0.087336112,Fresh
lithchi_fresh (195),77.24034721,3.327609055,4.83856032,18.99273565,0.495802133,269.6103911,0.005976227,Fresh
lithchi_fresh (196),81.2686626,2.949261751,4.802889625,19.22666021,0.3737257,379.1111482,0.088859928,Fresh
lithchi_fresh (197),77.72441175,3.688340898,4.682296864,19.43209308,0.479592267,393.3244442,0.032907378,Fresh
lithchi_fresh (198),75.07586356,3.611340306,4.608946277,19.99051319,0.157022622,288.6878206,0.031458763,Fresh
lithchi_fresh (199),81.33767383,3.170708729,4.994017983,16.96598594,0.25285579,264.1994091,0.051208858,Fresh
lithchi_fresh (200),75.63900674,3.736542561,4.727000811,16.16140331,0.321892721,305.2188027,0.094069019,Fresh
lithchi_fresh (201),77.23519546,2.41168242,4.844137118,17.64476607,0.130703225,337.5538413,0.004778136,Fresh
lithchi_fresh (202),81.65043377,2.223839239,4.570276484,16.52032268,0.101674977,254.6949031,0.035223098,Fresh
lithchi_fresh (203),81.65425003,2.539499223,4.74279485,16.08970356,0.368173734,347.2946349,0.085657199,Fresh
lithchi_fresh (204),79.01406522,2.114173712,4.51376836,17.44170731,0.356727807,210.3314714,0.039605448,Fresh
lithchi_fresh (205),79.42286049,3.062339056,4.752727559,19.134953,0.264315524,209.8588986,0.01991569,Fresh
lithchi_fresh (206),78.13911865,3.873211385,4.982008704,18.26472276,0.29585763,277.257541,0.042479418,Fresh
lithchi_fresh (207),77.0524754,2.078687081,4.692103356,17.25111196,0.2661772,270.6946384,0.03855525,Fresh
lithchi_fresh (208),77.30065182,2.244219828,4.519498006,18.61736802,0.109602018,263.1266431,0.09154162,Fresh
lithchi_fresh (209),79.70762919,2.904398057,4.515477895,16.92807272,0.234148642,298.2039525,0.076193438,Fresh
lithchi_fresh (210),80.26662171,3.867750035,4.69399338,16.05752578,0.170832902,264.1467165,0.050511556,Fresh
lithchi_fresh (211),80.54105331,2.63231221,4.580012468,19.05741355,0.139369676,238.4515837,0.098837057,Fresh
lithchi_fresh (212),80.527327,3.014469617,4.511676048,18.49497234,0.482688174,261.8939098,0.046527753,Fresh
lithchi_fresh (213),75.63844272,2.083145718,4.878106807,19.0492105,0.33974389,394.9808546,0.005823783,Fresh
lithchi_fresh (214),78.46094213,2.296686402,4.729261504,16.15575207,0.391462514,282.2226834,0.026227432,Fresh
lithchi_fresh (215),75.40291132,3.973260246,4.644622386,19.34847851,0.226145497,288.9425554,0.043607048,Fresh
lithchi_fresh (216),78.84670218,3.930237393,4.950041592,18.4781048,0.257258852,315.308998,0.015690262,Fresh
lithchi_fresh (217),78.09071351,2.009879962,4.55806948,18.2535814,0.194769598,396.6681537,0.094756513,Fresh
lithchi_fresh (218),81.21392928,3.903623571,4.977959414,18.49845619,0.138786268,248.3202553,0.07668489,Fresh
lithchi_fresh (219),77.45640509,3.278239876,4.656983359,19.45773299,0.171612655,336.2564221,0.02682872,Fresh
lithchi_fresh (220),75.81946911,3.735836589,4.944201836,18.34774603,0.419005618,343.1969387,0.059080453,Fresh
lithchi_fresh (221),76.00094177,2.909479711,4.801471438,18.32380152,0.371018322,321.4648834,0.072144916,Fresh
lithchi_fresh (222),80.33057442,3.031192057,4.91335368,19.96271663,0.31877155,217.7156679,0.094127893,Fresh
lithchi_fresh (223),79.32752644,2.977693161,4.992006582,19.02692067,0.290035949,335.3744552,0.088163535,Fresh
lithchi_fresh (224),75.70785873,3.333728515,4.644202719,17.76917522,0.468973713,212.8189422,0.051519223,Fresh
lithchi_fresh (225),75.58874764,2.27930251,4.980567743,18.829588,0.129093979,319.2285299,0.077465262,Fresh
lithchi_fresh (226),79.90678392,2.05994718,4.694740947,17.55692189,0.212240325,347.9162354,0.056214475,Fresh
lithchi_fresh (227),75.50934104,2.615859883,4.692755952,16.91550185,0.239975141,242.1939781,0.055270389,Fresh
lithchi_fresh (228),80.75302042,3.409361525,4.670193552,18.38740751,0.412970325,368.3244015,0.011474196,Fresh
lithchi_fresh (229),79.94369559,2.403706904,4.770703804,19.71272839,0.497005848,206.0707611,0.012613766,Fresh
lithchi_fresh (230),75.56944146,3.346864867,4.577072522,19.71655808,0.196268206,368.7625727,0.052953362,Fresh
lithchi_fresh (231),75.593864,3.939824092,4.776855743,17.36762111,0.449722934,292.0658101,0.026886154,Fresh
lithchi_fresh (232),81.90647705,2.187801432,4.770852406,18.11070986,0.432249104,243.517588,0.00210369,Fresh
lithchi_fresh (233),77.61989557,3.345204236,4.880950906,16.84654359,0.189862959,226.755629,0.07228392,Fresh
lithchi_fresh (234),77.59449503,2.887500439,4.916824981,19.98252444,0.259733032,390.6614335,0.00324866,Fresh
lithchi_fresh (235),80.68959697,3.736284509,4.720220675,19.92447163,0.263869148,214.5331175,0.059527684,Fresh
lithchi_fresh (236),81.63074004,2.354299579,4.651166625,18.59803572,0.491288267,239.818684,0.053919379,Fresh
lithchi_fresh (237),81.90200745,3.385251904,4.629667449,19.21765624,0.172356761,269.5644695,0.096881469,Fresh
lithchi_fresh (238),80.2736473,3.676230579,4.597311918,18.86040065,0.419663188,324.0469698,0.048421314,Fresh
lithchi_fresh (239),77.6338171,3.889228439,4.528823791,18.37263288,0.233677086,308.9602171,0.006360144,Fresh
lithchi_fresh (240),75.58450502,3.366496057,4.671223989,16.21339199,0.392348138,225.1286985,0.055168797,Fresh
